state,district,annual_recharge,extractable_resource,annual_extraction,stage_of_development,category,extraction_ratio,utilization_rate,stress_level,risk_score,year
Andhra Pradesh,Chittoor,55198.12,15130.71,1246.99,18849.65,Over Exploited,0.022591167960068204,0.08241450665566917,188.49650000000003,37.7413022698463,2024
Andhra Pradesh,East Godavari,25369.55,41713.88,2604.84,37601.73,Over Exploited,0.10267584564960751,0.062445401866237336,376.01730000000003,75.26950849900635,2024
Andhra Pradesh,Eluru,50680.82,88891.13,1620.74,41619.91,Over Exploited,0.03197935629297237,0.018232865303883523,416.19910000000004,83.25990488863876,2024
Andhra Pradesh,Guntur,12414.87,26259.86,2064.53,13762.42,Over Exploited,0.16629493502549766,0.07861923102408011,137.6242,27.622805666419833,2024
Andhra Pradesh,Kakinada,16664.61,59653.79,3486.88,32788.46,Over Exploited,0.20923862004571364,0.058451944126265906,327.8846,65.68399622566879,2024
Andhra Pradesh,Konaseema,15932.71,48720.13,2077.68,45519.0,Over Exploited,0.13040342791653145,0.04264520640646895,455.19,91.10721945372921,2024
Andhra Pradesh,Krishna,18162.93,90343.85,10846.76,47391.01,Over Exploited,0.5971921931098121,0.12006085638369407,473.9101,95.0689212197974,2024
Andhra Pradesh,Kurnool,38342.94,17638.7,566.17,10907.07,Over Exploited,0.014765951698017938,0.03209817050009354,109.0707,21.832885648879248,2024
Andhra Pradesh,Ntr,20780.78,28090.65,1227.81,14159.92,Over Exploited,0.059083922740147385,0.043708849741818004,141.5992,28.360957108992785,2024
Andhra Pradesh,Nandyal,22651.71,40388.65,66.02,19114.07,Over Exploited,0.002914570246572996,0.0016346176462941938,191.1407,38.22995967515715,2024
Andhra Pradesh,Palnadu,25660.06,55379.59,1215.19,19221.55,Over Exploited,0.04735725481546029,0.021942921570925318,192.2155,38.47082007055455,2024
Andhra Pradesh,Prakasam,63974.15,19744.85,1072.98,13544.2,Over Exploited,0.016772086850704544,0.05434227152903163,135.442,27.1168457433519,2024
Andhra Pradesh,Sri Potti Sriramulu Nellore,68345.39,36991.28,20510.69,71127.23,Over Exploited,0.3001034890575648,0.5544736489248276,711.2723,142.59629085519296,2024
Andhra Pradesh,Sri Sathya Sai,43077.78,31974.68,595.26,44246.68,Over Exploited,0.013818260829597069,0.01861660538901406,442.4668,88.50633394648744,2024
Andhra Pradesh,Srikakulam,34587.38,66648.48,2623.08,28333.77,Over Exploited,0.07583922228280951,0.03935693657229693,283.3377,56.71361846354205,2024
Andhra Pradesh,Tirupati,81366.63,27763.1,87.94,52318.38,Over Exploited,0.0010807870499245206,0.003167513714246608,523.1838,104.63845932030567,2024
Andhra Pradesh,Visakhapatnam,7995.13,3262.26,285.34,1078.97,Over Exploited,0.03568922581621562,0.08746697075033871,10.7897,2.2072024786266216,2024
Andhra Pradesh,Vizianagaram,24997.08,66545.39,2538.33,48662.74,Over Exploited,0.10154506046306208,0.0381443402766142,486.62739999999997,97.38135576029588,2024
Andhra Pradesh,West Godavari,12011.91,21549.41,235.36,22132.19,Over Exploited,0.019593886401080264,0.010921876747437633,221.3219,44.27658630525941,2024
Andhra Pradesh,Y.S.R Kadapa,57104.54,20117.22,549.87,29473.8,Over Exploited,0.0096291818478881,0.02733329953144619,294.738,58.96238499255173,2024
Arunachal Pradesh,CHANGLANG,16679.04,4549.92,7569.09,5815.44,Over Exploited,0.45380849257511224,1.6635655132397933,58.154399999999995,12.477829602325961,2024
Arunachal Pradesh,EAST KAMENG,8567.56,2631.98,3180.99,3784.03,Over Exploited,0.37128307242668857,1.2085920105775878,37.8403,8.20001003320171,2024
Arunachal Pradesh,EAST SIANG,60264.1,4366.95,17483.45,5602.81,Over Exploited,0.29011384887520103,4.0035837369331,56.0281,12.923099034323322,2024
Arunachal Pradesh,LOHIT,63804.4,7648.62,41949.6,9764.9,Over Exploited,0.6574718984897593,5.484597221459557,97.649,21.986627647979727,2024
Arunachal Pradesh,LOWER DIBANG VALLEY,42860.4,963.08,33884.4,1502.58,Over Exploited,0.7905759162303665,35.18337002118204,15.025799999999998,17.394738374964966,2024
Arunachal Pradesh,LOWER SUBANSIRI,2263.28,1095.09,1442.42,1503.31,Over Exploited,0.6373139867802481,1.3171702782419712,15.0331,3.7884137060088876,2024
Arunachal Pradesh,PAPUM PARE,8263.74,1432.16,2465.02,1856.88,Over Exploited,0.2982935087502753,1.7211903697910846,18.5688,4.521553551416544,2024
Arunachal Pradesh,TIRAP,6078.61,968.18,1784.76,1304.73,Over Exploited,0.29361317801273645,1.8434175463240308,13.0473,3.4642722897347076,2024
Arunachal Pradesh,UPPER SUBANSIRI,141.52,1067.72,73.65,1468.67,Over Exploited,0.5204211418880723,0.06897875847600494,14.6867,3.173099960145631,2024
Arunachal Pradesh,WEST KAMENG,2342.96,381.06,397.31,375.13,Over Exploited,0.16957609178133642,1.0426442030126488,3.7513,1.235148117917594,2024
Arunachal Pradesh,WEST SIANG,4445.28,1460.46,916.74,1302.17,Over Exploited,0.20622772918691287,0.6277063390986402,13.021700000000001,2.937913627314222,2024
Arunachal Pradesh,CHANGLANG,16679.04,4549.92,7569.09,5815.44,Over Exploited,0.45380849257511224,1.6635655132397933,58.154399999999995,12.477829602325961,2024
Arunachal Pradesh,EAST KAMENG,8567.56,2631.98,3180.99,3784.03,Over Exploited,0.37128307242668857,1.2085920105775878,37.8403,8.20001003320171,2024
Arunachal Pradesh,EAST SIANG,60264.1,4366.95,17483.45,5602.81,Over Exploited,0.29011384887520103,4.0035837369331,56.0281,12.923099034323322,2024
Arunachal Pradesh,LOHIT,63804.4,7648.62,41949.6,9764.9,Over Exploited,0.6574718984897593,5.484597221459557,97.649,21.986627647979727,2024
Arunachal Pradesh,LOWER DIBANG VALLEY,42860.4,963.08,33884.4,1502.58,Over Exploited,0.7905759162303665,35.18337002118204,15.025799999999998,17.394738374964966,2024
Arunachal Pradesh,LOWER SUBANSIRI,2263.28,1095.09,1442.42,1503.31,Over Exploited,0.6373139867802481,1.3171702782419712,15.0331,3.7884137060088876,2024
Arunachal Pradesh,PAPUM PARE,8263.74,1432.16,2465.02,1856.88,Over Exploited,0.2982935087502753,1.7211903697910846,18.5688,4.521553551416544,2024
Arunachal Pradesh,TIRAP,6078.61,968.18,1784.76,1304.73,Over Exploited,0.29361317801273645,1.8434175463240308,13.0473,3.4642722897347076,2024
Arunachal Pradesh,UPPER SUBANSIRI,141.52,1067.72,73.65,1468.67,Over Exploited,0.5204211418880723,0.06897875847600494,14.6867,3.173099960145631,2024
Arunachal Pradesh,WEST KAMENG,2342.96,381.06,397.31,375.13,Over Exploited,0.16957609178133642,1.0426442030126488,3.7513,1.235148117917594,2024
Arunachal Pradesh,WEST SIANG,4445.28,1460.46,916.74,1302.17,Over Exploited,0.20622772918691287,0.6277063390986402,13.021700000000001,2.937913627314222,2024
Assam,BAKSA,108627.73,4189.1,27266.79,6269.21,Over Exploited,0.2510113209582857,6.5089852235563725,62.6921,15.242418617805866,2024
Assam,BARPETA,59076.65,5225.43,22901.18,3527.78,Over Exploited,0.3876519741725369,4.382640280321428,35.2778,8.963676901797585,2024
Assam,BONGAIGAON,37424.13,2572.17,12847.54,2897.03,Over Exploited,0.3432956223698454,4.994825380904062,28.9703,7.929308401309564,2024
Assam,CACHAR,64341.73,2250.95,23182.18,2896.86,Over Exploited,0.3602977414502221,10.298842710855418,28.968600000000002,10.057376180922256,2024
Assam,CHIRANG,83302.01,413.42,25347.61,138.24,Over Exploited,0.3042856949070017,61.312007159789076,1.3824,24.922997141878433,2024
Assam,DARRANG,41118.91,1500.03,14212.77,1052.21,Over Exploited,0.3456504562012952,9.474990500189996,10.5221,6.032676382556517,2024
Assam,DHEMAJI,105039.67,302.56,38007.0,67.08,Safe,0.361834723966669,125.61805922792173,0.6708,50.52611758075537,2024
Assam,DHUBRI,82305.99,4417.11,18117.49,5033.08,Over Exploited,0.2201235900327546,4.1016614936010205,50.330799999999996,11.79487403345351,2024
Assam,DIBRUGARH,108809.42,2133.21,37792.02,1121.99,Over Exploited,0.34732305346356956,17.716033583191525,11.2199,9.469322654662038,2024
Assam,DIMA HASAO,43723.76,144.95,19071.65,18.92,Safe,0.43618503989592844,131.57399103139016,0.1892,52.841910428514446,2024
Assam,GOALPARA,57216.7,2096.57,19326.0,2265.11,Over Exploited,0.3377685186317981,9.217913067534115,22.6511,8.352492634466365,2024
Assam,GOLAGHAT,77427.93,1421.46,29903.35,856.9,Over Exploited,0.38620882671149803,21.037067522125138,8.568999999999999,10.283110539534654,2024
Assam,HAILAKANDI,19091.47,1478.02,9513.41,340.65,Over Exploited,0.49830683546107235,6.436590844508193,3.4065,3.4552590719877063,2024
Assam,JORHAT,80772.65,8154.45,32140.71,8577.14,Over Exploited,0.39791575489970926,3.941493295072016,85.7714,18.89004361998869,2024
Assam,KAMRUP,62608.7,2015.27,22462.15,1392.37,Over Exploited,0.358770426474276,11.145975477231339,13.923699999999998,7.386638361482246,2024
Assam,KAMRUP (M),13360.41,7622.67,7023.53,1780.58,Over Exploited,0.5256971904305332,0.9214002442713642,17.805799999999998,4.1399989738807585,2024
Assam,KARBI ANGLONG,105907.62,491.96,26988.64,107.63,Over Exploited,0.25483189972543996,54.85941946499715,1.0763,22.260960545889038,2024
Assam,KARIMGANJ,40446.37,1096.05,19365.36,281.84,Over Exploited,0.4787910509645241,17.668318051183796,2.8183999999999996,7.822523640859329,2024
Assam,KOKRAJHAR,136436.66,1938.75,42129.04,1587.37,Over Exploited,0.3087809390819154,21.73000128949065,15.8737,11.990252891429027,2024
Assam,LAKHIMPUR,86992.59,788.66,30085.16,204.89,Over Exploited,0.34583589245934626,38.14718636674866,2.0488999999999997,15.806988903683205,2024
Assam,MORIGAON,35858.02,2545.89,8474.76,2162.5,Over Exploited,0.23634210700981262,3.3288005373366487,21.625,5.751057057738585,2024
Assam,NAGAON,99592.56,8444.24,21452.74,10350.12,Over Exploited,0.2154050463207292,2.5405175598988188,103.50120000000001,21.802609042487823,2024
Assam,NALBARI,23855.97,155.72,8849.97,43.15,Safe,0.37097506410345077,56.83258412535319,0.4315,22.96772367578266,2024
Assam,SIBSAGAR,78656.97,603.47,32055.39,187.06,Over Exploited,0.4075340049330657,53.118448307289505,1.8706,21.784512924889032,2024
Assam,SONITPUR,131621.88,1919.6,42220.16,1035.05,Over Exploited,0.3207685530703558,21.994248801833717,10.3505,10.996106941961628,2024
Assam,TINSUKIA,111830.01,2578.92,40135.93,1772.98,Over Exploited,0.3589012466331712,15.563076791835341,17.7298,9.914751215387406,2024
Assam,UDALGURI,49340.16,732.15,22147.2,126.3,Over Exploited,0.44886761615689935,30.249539028887526,1.263,12.53196265801777,2024
Assam,BAKSA,108627.73,4189.1,27266.79,6269.21,Over Exploited,0.2510113209582857,6.5089852235563725,62.6921,15.242418617805866,2024
Assam,BARPETA,59076.65,5225.43,22901.18,3527.78,Over Exploited,0.3876519741725369,4.382640280321428,35.2778,8.963676901797585,2024
Assam,BONGAIGAON,37424.13,2572.17,12847.54,2897.03,Over Exploited,0.3432956223698454,4.994825380904062,28.9703,7.929308401309564,2024
Assam,CACHAR,64341.73,2250.95,23182.18,2896.86,Over Exploited,0.3602977414502221,10.298842710855418,28.968600000000002,10.057376180922256,2024
Assam,CHIRANG,83302.01,413.42,25347.61,138.24,Over Exploited,0.3042856949070017,61.312007159789076,1.3824,24.922997141878433,2024
Assam,DARRANG,41118.91,1500.03,14212.77,1052.21,Over Exploited,0.3456504562012952,9.474990500189996,10.5221,6.032676382556517,2024
Assam,DHEMAJI,105039.67,302.56,38007.0,67.08,Safe,0.361834723966669,125.61805922792173,0.6708,50.52611758075537,2024
Assam,DHUBRI,82305.99,4417.11,18117.49,5033.08,Over Exploited,0.2201235900327546,4.1016614936010205,50.330799999999996,11.79487403345351,2024
Assam,DIBRUGARH,108809.42,2133.21,37792.02,1121.99,Over Exploited,0.34732305346356956,17.716033583191525,11.2199,9.469322654662038,2024
Assam,DIMA HASAO,43723.76,144.95,19071.65,18.92,Safe,0.43618503989592844,131.57399103139016,0.1892,52.841910428514446,2024
Assam,GOALPARA,57216.7,2096.57,19326.0,2265.11,Over Exploited,0.3377685186317981,9.217913067534115,22.6511,8.352492634466365,2024
Assam,GOLAGHAT,77427.93,1421.46,29903.35,856.9,Over Exploited,0.38620882671149803,21.037067522125138,8.568999999999999,10.283110539534654,2024
Assam,HAILAKANDI,19091.47,1478.02,9513.41,340.65,Over Exploited,0.49830683546107235,6.436590844508193,3.4065,3.4552590719877063,2024
Assam,JORHAT,80772.65,8154.45,32140.71,8577.14,Over Exploited,0.39791575489970926,3.941493295072016,85.7714,18.89004361998869,2024
Assam,KAMRUP,62608.7,2015.27,22462.15,1392.37,Over Exploited,0.358770426474276,11.145975477231339,13.923699999999998,7.386638361482246,2024
Assam,KAMRUP (M),13360.41,7622.67,7023.53,1780.58,Over Exploited,0.5256971904305332,0.9214002442713642,17.805799999999998,4.1399989738807585,2024
Assam,KARBI ANGLONG,105907.62,491.96,26988.64,107.63,Over Exploited,0.25483189972543996,54.85941946499715,1.0763,22.260960545889038,2024
Assam,KARIMGANJ,40446.37,1096.05,19365.36,281.84,Over Exploited,0.4787910509645241,17.668318051183796,2.8183999999999996,7.822523640859329,2024
Assam,KOKRAJHAR,136436.66,1938.75,42129.04,1587.37,Over Exploited,0.3087809390819154,21.73000128949065,15.8737,11.990252891429027,2024
Assam,LAKHIMPUR,86992.59,788.66,30085.16,204.89,Over Exploited,0.34583589245934626,38.14718636674866,2.0488999999999997,15.806988903683205,2024
Assam,MORIGAON,35858.02,2545.89,8474.76,2162.5,Over Exploited,0.23634210700981262,3.3288005373366487,21.625,5.751057057738585,2024
Assam,NAGAON,99592.56,8444.24,21452.74,10350.12,Over Exploited,0.2154050463207292,2.5405175598988188,103.50120000000001,21.802609042487823,2024
Assam,NALBARI,23855.97,155.72,8849.97,43.15,Safe,0.37097506410345077,56.83258412535319,0.4315,22.96772367578266,2024
Assam,SIBSAGAR,78656.97,603.47,32055.39,187.06,Over Exploited,0.4075340049330657,53.118448307289505,1.8706,21.784512924889032,2024
Assam,SONITPUR,131621.88,1919.6,42220.16,1035.05,Over Exploited,0.3207685530703558,21.994248801833717,10.3505,10.996106941961628,2024
Assam,TINSUKIA,111830.01,2578.92,40135.93,1772.98,Over Exploited,0.3589012466331712,15.563076791835341,17.7298,9.914751215387406,2024
Assam,UDALGURI,49340.16,732.15,22147.2,126.3,Over Exploited,0.44886761615689935,30.249539028887526,1.263,12.53196265801777,2024
Bihar,Araria,76581.72,44932.96,7485.44,31169.77,Over Exploited,0.09774447479111202,0.16659129512055293,311.6977,62.44527430796467,2024
Bihar,Arwal,10594.86,6582.82,0.0,3973.38,Over Exploited,0.0,0.0,39.7338,7.946760000000001,2024
Bihar,Aurangabad,49117.48,51355.76,1116.5,30936.05,Over Exploited,0.02273121503790504,0.021740501941749084,309.3605,61.88988868679186,2024
Bihar,Banka,43835.04,16524.95,915.09,8954.02,Over Exploited,0.02087576514131161,0.05537626437598903,89.5402,17.93854081180692,2024
Bihar,Begusarai,44245.15,3579.32,2724.84,5757.06,Over Exploited,0.06158505508513363,0.7612730909781746,57.570600000000006,11.843263258425326,2024
Bihar,Bhagalpur,58336.95,8802.45,6287.29,5317.43,Over Exploited,0.10777543220891733,0.7142659146033206,53.1743,10.963676538724897,2024
Bihar,Bhojpur,47999.42,23694.1,1103.52,14948.8,Over Exploited,0.022990277799190075,0.046573619593063255,149.488,29.925425558956903,2024
Bihar,Buxar,30622.56,18544.19,626.77,12012.53,Over Exploited,0.020467589907571408,0.033798726177848695,120.12530000000001,24.046766526434173,2024
Bihar,Darbhanga,55273.13,9703.57,4990.37,7306.17,Over Exploited,0.0902856415042897,0.5142818570897103,73.0617,14.854166999437602,2024
Bihar,East Champaran,90477.76,59410.82,5352.08,37885.32,Over Exploited,0.059153542262761594,0.09008594730724134,378.8532,75.830335795828,2024
Bihar,Gaya,92464.88,23670.48,2497.4,13752.93,Over Exploited,0.02700917364517209,0.10550694366992136,137.5293,27.55886644692604,2024
Bihar,Gopalganj,46155.43,35273.25,1553.12,23429.26,Over Exploited,0.03364977858509822,0.04403110005457393,234.2926,46.88959235145587,2024
Bihar,Jamui,34130.14,8889.05,1686.34,5053.15,Over Exploited,0.04940911464177996,0.1897098115096664,50.531499999999994,10.201947570460577,2024
Bihar,Jehanabad,17557.33,8232.53,462.46,6598.22,Over Exploited,0.026339995887757418,0.056174711783619366,65.9822,13.229445883068554,2024
Bihar,Kaimur,49702.42,20753.34,900.77,11632.96,Over Exploited,0.018123262408550733,0.04340361599626855,116.32959999999999,23.290530751361924,2024
Bihar,Katihar,82627.76,19264.18,7209.24,14268.59,Over Exploited,0.08724961199480659,0.37423030723342493,142.6859,28.721771967691296,2024
Bihar,Khagaria,39660.12,2210.63,1883.05,5238.35,Over Exploited,0.04747968488244614,0.8518159981543723,52.383500000000005,10.83641827321473,2024
Bihar,Kishanganj,53513.0,2825.82,5300.16,2807.64,Over Exploited,0.09904434436492067,1.875618404569293,28.0764,6.405145099573685,2024
Bihar,Lakhisarai,21472.95,11620.24,1279.31,7134.35,Over Exploited,0.059577747817603076,0.11009325108603608,71.3435,14.336568399561457,2024
Bihar,Madhepura,38605.05,41279.07,3931.72,25022.32,Over Exploited,0.10184470684534794,0.09524730087184619,250.2232,50.12347680308688,2024
Bihar,Madhubani,77162.85,33422.25,8011.77,23575.9,Over Exploited,0.1038293686663984,0.2397136638018087,235.75900000000001,47.28921721298729,2024
Bihar,Munger,26111.97,9830.39,1545.83,4118.05,Over Exploited,0.05920005269613897,0.15725011927298918,41.1805,8.322680068787651,2024
Bihar,Muzaffarpur,74411.61,25605.83,4231.91,20002.28,Over Exploited,0.05687163602561482,0.1652713464082203,200.0228,40.09341719297353,2024
Bihar,Nalanda,45991.18,9003.48,1283.24,7728.63,Over Exploited,0.027901871619732305,0.14252711173901647,77.2863,15.5254315933435,2024
Bihar,Nawada,46357.36,12733.14,2056.28,8184.0,Over Exploited,0.04435714199428095,0.16149041006381776,81.84,16.450339020823243,2024
Bihar,Patna,75614.12,17499.1,1990.62,13281.99,Over Exploited,0.026326035401853517,0.11375556457189227,132.8199,26.6200126399895,2024
Bihar,Rohtas,68382.86,32365.48,1554.07,16035.93,Over Exploited,0.02272601643160289,0.04801628154441089,160.3593,32.100156919190404,2024
Bihar,Saharsa,42335.83,13402.96,4221.66,9459.72,Over Exploited,0.09971837094017053,0.31497967613124267,94.59719999999999,19.085319218828563,2024
Bihar,Samastipur,67879.57,10363.42,3001.88,7756.75,Over Exploited,0.044223615441288146,0.28966113503071383,77.5675,15.647053900188801,2024
Bihar,Sheikhpura,12609.23,2696.66,610.19,2090.8,Over Exploited,0.048392328476838005,0.2262762083466214,20.908,4.291467414729384,2024
Bihar,Sheohar,11894.64,3952.45,844.06,1728.44,Over Exploited,0.07096137419879879,0.21355361864160205,17.2844,3.570685997136161,2024
Bihar,Siwan,50257.0,32048.82,887.5,25045.59,Over Exploited,0.017659231549833853,0.027692127198442877,250.4559,50.10932054349932,2024
Bihar,Supaul,45038.71,30919.77,4815.78,26282.44,Over Exploited,0.1069253537679032,0.15575083514528082,262.82439999999997,52.669950475565265,2024
Bihar,Vaishali,50503.4,17213.15,1783.69,11137.32,Over Exploited,0.03531821619930539,0.10362368305626803,111.3732,22.330216759702232,2024
Bihar,Araria,76581.72,44932.96,7485.44,31169.77,Over Exploited,0.09774447479111202,0.16659129512055293,311.6977,62.44527430796467,2024
Bihar,Arwal,10594.86,6582.82,0.0,3973.38,Over Exploited,0.0,0.0,39.7338,7.946760000000001,2024
Bihar,Aurangabad,49117.48,51355.76,1116.5,30936.05,Over Exploited,0.02273121503790504,0.021740501941749084,309.3605,61.88988868679186,2024
Bihar,Banka,43835.04,16524.95,915.09,8954.02,Over Exploited,0.02087576514131161,0.05537626437598903,89.5402,17.93854081180692,2024
Bihar,Begusarai,44245.15,3579.32,2724.84,5757.06,Over Exploited,0.06158505508513363,0.7612730909781746,57.570600000000006,11.843263258425326,2024
Bihar,Bhagalpur,58336.95,8802.45,6287.29,5317.43,Over Exploited,0.10777543220891733,0.7142659146033206,53.1743,10.963676538724897,2024
Bihar,Bhojpur,47999.42,23694.1,1103.52,14948.8,Over Exploited,0.022990277799190075,0.046573619593063255,149.488,29.925425558956903,2024
Bihar,Buxar,30622.56,18544.19,626.77,12012.53,Over Exploited,0.020467589907571408,0.033798726177848695,120.12530000000001,24.046766526434173,2024
Bihar,Darbhanga,55273.13,9703.57,4990.37,7306.17,Over Exploited,0.0902856415042897,0.5142818570897103,73.0617,14.854166999437602,2024
Bihar,East Champaran,90477.76,59410.82,5352.08,37885.32,Over Exploited,0.059153542262761594,0.09008594730724134,378.8532,75.830335795828,2024
Bihar,Gaya,92464.88,23670.48,2497.4,13752.93,Over Exploited,0.02700917364517209,0.10550694366992136,137.5293,27.55886644692604,2024
Bihar,Gopalganj,46155.43,35273.25,1553.12,23429.26,Over Exploited,0.03364977858509822,0.04403110005457393,234.2926,46.88959235145587,2024
Bihar,Jamui,34130.14,8889.05,1686.34,5053.15,Over Exploited,0.04940911464177996,0.1897098115096664,50.531499999999994,10.201947570460577,2024
Bihar,Jehanabad,17557.33,8232.53,462.46,6598.22,Over Exploited,0.026339995887757418,0.056174711783619366,65.9822,13.229445883068554,2024
Bihar,Kaimur,49702.42,20753.34,900.77,11632.96,Over Exploited,0.018123262408550733,0.04340361599626855,116.32959999999999,23.290530751361924,2024
Bihar,Katihar,82627.76,19264.18,7209.24,14268.59,Over Exploited,0.08724961199480659,0.37423030723342493,142.6859,28.721771967691296,2024
Bihar,Khagaria,39660.12,2210.63,1883.05,5238.35,Over Exploited,0.04747968488244614,0.8518159981543723,52.383500000000005,10.83641827321473,2024
Bihar,Kishanganj,53513.0,2825.82,5300.16,2807.64,Over Exploited,0.09904434436492067,1.875618404569293,28.0764,6.405145099573685,2024
Bihar,Lakhisarai,21472.95,11620.24,1279.31,7134.35,Over Exploited,0.059577747817603076,0.11009325108603608,71.3435,14.336568399561457,2024
Bihar,Madhepura,38605.05,41279.07,3931.72,25022.32,Over Exploited,0.10184470684534794,0.09524730087184619,250.2232,50.12347680308688,2024
Bihar,Madhubani,77162.85,33422.25,8011.77,23575.9,Over Exploited,0.1038293686663984,0.2397136638018087,235.75900000000001,47.28921721298729,2024
Bihar,Munger,26111.97,9830.39,1545.83,4118.05,Over Exploited,0.05920005269613897,0.15725011927298918,41.1805,8.322680068787651,2024
Bihar,Muzaffarpur,74411.61,25605.83,4231.91,20002.28,Over Exploited,0.05687163602561482,0.1652713464082203,200.0228,40.09341719297353,2024
